open,high,low,close,time
69508.64000000,69636.98000000,69500.00000000,69622.88000000,2024-06-09T21:00:00
69622.88000000,69698.48000000,69570.00000000,69660.51000000,2024-06-09T22:00:00
69660.52000000,69848.32000000,69611.26000000,69738.10000000,2024-06-09T23:00:00
69738.09000000,69857.14000000,69660.03000000,69710.26000000,2024-06-10T00:00:00
69710.26000000,69730.81000000,69590.33000000,69686.85000000,2024-06-10T01:00:00
69686.86000000,69821.53000000,69610.00000000,69749.96000000,2024-06-10T02:00:00
69749.95000000,69787.13000000,69621.20000000,69634.35000000,2024-06-10T03:00:00
69634.36000000,69684.93000000,69596.01000000,69648.14000000,2024-06-10T04:00:00
69648.15000000,69655.11000000,69426.00000000,69559.99000000,2024-06-10T05:00:00
69559.99000000,69686.42000000,69516.00000000,69625.52000000,2024-06-10T06:00:00
69625.52000000,69801.34000000,69608.40000000,69716.00000000,2024-06-10T07:00:00
69716.01000000,69767.41000000,69574.80000000,69613.20000000,2024-06-10T08:00:00
69613.20000000,69677.50000000,69530.95000000,69674.33000000,2024-06-10T09:00:00
69674.33000000,69674.33000000,69530.00000000,69580.48000000,2024-06-10T10:00:00
69580.47000000,69618.76000000,69301.00000000,69429.87000000,2024-06-10T11:00:00
69429.87000000,69500.00000000,69249.99000000,69303.99000000,2024-06-10T12:00:00
69304.00000000,69494.99000000,69279.35000000,69387.50000000,2024-06-10T13:00:00
69387.50000000,69474.39000000,69172.29000000,69449.99000000,2024-06-10T14:00:00
69450.00000000,69470.93000000,69357.38000000,69439.99000000,2024-06-10T15:00:00
69439.99000000,69550.00000000,69337.02000000,69473.89000000,2024-06-10T16:00:00
69473.89000000,69520.01000000,69331.55000000,69363.99000000,2024-06-10T17:00:00
69364.00000000,69512.90000000,69201.59000000,69408.21000000,2024-06-10T18:00:00
69408.21000000,69662.10000000,69300.01000000,69662.09000000,2024-06-10T19:00:00
69662.10000000,70195.94000000,69612.26000000,70066.12000000,2024-06-10T20:00:00
70066.12000000,70105.82000000,69722.00000000,69972.17000000,2024-06-10T21:00:00
69972.18000000,70060.00000000,69761.89000000,70043.00000000,2024-06-10T22:00:00
70043.01000000,70141.10000000,69737.56000000,69860.01000000,2024-06-10T23:00:00
69860.01000000,69860.01000000,69386.81000000,69490.80000000,2024-06-11T00:00:00
69490.81000000,69700.51000000,69334.46000000,69632.51000000,2024-06-11T01:00:00
69632.51000000,69694.68000000,69530.00000000,69585.48000000,2024-06-11T02:00:00
69585.49000000,69592.00000000,69424.28000000,69495.99000000,2024-06-11T03:00:00
69495.99000000,69563.38000000,69400.01000000,69540.00000000,2024-06-11T04:00:00
69540.00000000,69590.01000000,69400.00000000,69410.85000000,2024-06-11T05:00:00
69410.86000000,69523.71000000,68500.00000000,68724.01000000,2024-06-11T06:00:00
68724.00000000,68922.29000000,67900.00000000,68268.62000000,2024-06-11T07:00:00
68268.62000000,68488.00000000,68170.00000000,68464.00000000,2024-06-11T08:00:00
68464.00000000,68464.00000000,67617.00000000,68024.04000000,2024-06-11T09:00:00
68024.03000000,68056.28000000,67657.03000000,67903.57000000,2024-06-11T10:00:00
67903.58000000,67974.49000000,67325.00000000,67692.00000000,2024-06-11T11:00:00
67691.99000000,67844.76000000,67526.95000000,67570.18000000,2024-06-11T12:00:00
67570.18000000,67641.03000000,67284.38000000,67516.74000000,2024-06-11T13:00:00
67516.75000000,67662.49000000,66900.00000000,67084.34000000,2024-06-11T14:00:00
67084.33000000,67303.46000000,66732.00000000,66961.99000000,2024-06-11T15:00:00
66961.99000000,67123.13000000,66762.58000000,66890.01000000,2024-06-11T16:00:00
66890.00000000,67194.31000000,66790.80000000,67019.99000000,2024-06-11T17:00:00
67020.00000000,67278.88000000,66568.35000000,66812.00000000,2024-06-11T18:00:00
66812.01000000,67103.42000000,66776.81000000,66851.26000000,2024-06-11T19:00:00
66851.27000000,67076.00000000,66051.00000000,66244.48000000,2024-06-11T20:00:00
66244.48000000,66738.78000000,66161.26000000,66487.47000000,2024-06-11T21:00:00
66487.48000000,66805.98000000,66175.00000000,66770.99000000,2024-06-11T22:00:00
66771.00000000,67229.93000000,66652.39000000,67117.30000000,2024-06-11T23:00:00
67117.31000000,67586.64000000,67070.51000000,67407.01000000,2024-06-12T00:00:00
67407.02000000,67500.00000000,67173.92000000,67290.07000000,2024-06-12T01:00:00
67290.07000000,67396.62000000,67202.26000000,67396.61000000,2024-06-12T02:00:00
67396.61000000,67572.54000000,67311.42000000,67360.22000000,2024-06-12T03:00:00
67360.22000000,67588.22000000,67309.91000000,67314.24000000,2024-06-12T04:00:00
67314.23000000,67436.53000000,67183.47000000,67199.99000000,2024-06-12T05:00:00
67199.99000000,67240.00000000,66905.00000000,67180.01000000,2024-06-12T06:00:00
67180.00000000,67596.15000000,67128.08000000,67415.25000000,2024-06-12T07:00:00
67415.26000000,67496.25000000,67317.77000000,67407.00000000,2024-06-12T08:00:00
67407.01000000,67624.89000000,67350.01000000,67481.59000000,2024-06-12T09:00:00
67481.60000000,67505.13000000,67195.97000000,67243.21000000,2024-06-12T10:00:00
67243.21000000,67382.81000000,67243.20000000,67281.64000000,2024-06-12T11:00:00
67281.63000000,67500.01000000,67229.78000000,67453.63000000,2024-06-12T12:00:00
67453.64000000,67532.64000000,67376.10000000,67393.46000000,2024-06-12T13:00:00
67393.47000000,67804.00000000,67353.02000000,67753.32000000,2024-06-12T14:00:00
67753.33000000,68059.01000000,67753.32000000,67991.98000000,2024-06-12T15:00:00
67991.99000000,68015.40000000,67716.22000000,67778.43000000,2024-06-12T16:00:00
67778.43000000,69488.00000000,67736.00000000,69339.29000000,2024-06-12T17:00:00
69339.29000000,69649.80000000,69084.00000000,69320.00000000,2024-06-12T18:00:00
69320.01000000,69980.00000000,69300.01000000,69960.57000000,2024-06-12T19:00:00
69960.56000000,69999.00000000,69539.54000000,69734.00000000,2024-06-12T20:00:00
69734.00000000,69786.46000000,69289.50000000,69616.00000000,2024-06-12T21:00:00
69616.01000000,69862.40000000,69492.00000000,69799.99000000,2024-06-12T22:00:00
69800.00000000,69808.47000000,68575.00000000,68828.01000000,2024-06-12T23:00:00
68828.00000000,69226.14000000,67250.00000000,67532.92000000,2024-06-13T00:00:00
67532.92000000,68312.00000000,67413.51000000,68103.97000000,2024-06-13T01:00:00
68103.96000000,68667.44000000,68097.91000000,68536.00000000,2024-06-13T02:00:00
68536.00000000,68539.99000000,68270.92000000,68345.82000000,2024-06-13T03:00:00
68345.81000000,68347.00000000,68124.00000000,68263.99000000,2024-06-13T04:00:00
68263.98000000,68393.63000000,68005.85000000,68330.02000000,2024-06-13T05:00:00
68330.02000000,68363.35000000,67910.00000000,67979.63000000,2024-06-13T06:00:00
67979.63000000,68177.00000000,67690.95000000,67734.81000000,2024-06-13T07:00:00
67734.80000000,67850.08000000,66969.98000000,67474.94000000,2024-06-13T08:00:00
67474.95000000,67729.41000000,67328.00000000,67328.01000000,2024-06-13T09:00:00
67328.01000000,67680.00000000,67328.01000000,67604.04000000,2024-06-13T10:00:00
67604.04000000,67614.55000000,67300.30000000,67518.57000000,2024-06-13T11:00:00
67518.58000000,67724.81000000,67399.99000000,67724.81000000,2024-06-13T12:00:00
67724.80000000,67752.06000000,67508.00000000,67565.56000000,2024-06-13T13:00:00
67565.57000000,67569.67000000,67168.00000000,67419.86000000,2024-06-13T14:00:00
67419.86000000,67971.20000000,67230.94000000,67820.40000000,2024-06-13T15:00:00
67820.40000000,67961.07000000,67648.49000000,67739.99000000,2024-06-13T16:00:00
67740.00000000,68449.30000000,67439.43000000,67749.54000000,2024-06-13T17:00:00
67749.54000000,68272.00000000,67521.55000000,67589.99000000,2024-06-13T18:00:00
67590.00000000,67739.28000000,67150.00000000,67365.62000000,2024-06-13T19:00:00
67365.62000000,67537.87000000,66368.76000000,66470.01000000,2024-06-13T20:00:00
66470.01000000,67019.42000000,66251.78000000,66976.00000000,2024-06-13T21:00:00
66976.01000000,67080.13000000,66639.47000000,66920.00000000,2024-06-13T22:00:00
66919.99000000,66976.87000000,66693.43000000,66862.99000000,2024-06-13T23:00:00
66862.99000000,66884.00000000,66588.83000000,66604.01000000,2024-06-14T00:00:00
66604.01000000,66810.48000000,66530.84000000,66712.98000000,2024-06-14T01:00:00
66712.97000000,66969.99000000,66680.14000000,66969.99000000,2024-06-14T02:00:00
66969.99000000,66980.00000000,66840.07000000,66896.00000000,2024-06-14T03:00:00
66895.99000000,66909.26000000,66681.40000000,66773.01000000,2024-06-14T04:00:00
66773.01000000,66897.96000000,66604.60000000,66727.73000000,2024-06-14T05:00:00
66727.73000000,66833.10000000,66480.00000000,66806.17000000,2024-06-14T06:00:00
66806.17000000,67027.32000000,66713.50000000,66952.00000000,2024-06-14T07:00:00
66952.01000000,66982.98000000,66676.28000000,66744.00000000,2024-06-14T08:00:00
66744.00000000,66833.33000000,66717.00000000,66717.39000000,2024-06-14T09:00:00
66717.38000000,67221.32000000,66707.76000000,67052.49000000,2024-06-14T10:00:00
67052.50000000,67124.29000000,66876.00000000,66962.41000000,2024-06-14T11:00:00
66962.40000000,67110.10000000,66885.68000000,66904.98000000,2024-06-14T12:00:00
66904.98000000,67256.32000000,66863.46000000,67152.04000000,2024-06-14T13:00:00
67152.04000000,67152.04000000,66899.39000000,66920.01000000,2024-06-14T14:00:00
66920.01000000,67015.92000000,66836.54000000,66873.14000000,2024-06-14T15:00:00
66873.15000000,67101.00000000,66746.40000000,67036.00000000,2024-06-14T16:00:00
67035.99000000,67288.00000000,66960.58000000,67083.30000000,2024-06-14T17:00:00
67083.31000000,67370.24000000,66950.00000000,67070.50000000,2024-06-14T18:00:00
67070.49000000,67115.25000000,66561.30000000,66982.98000000,2024-06-14T19:00:00
66982.98000000,67059.46000000,66344.67000000,66392.00000000,2024-06-14T20:00:00
66392.00000000,66520.00000000,65200.87000000,65293.40000000,2024-06-14T21:00:00
65293.39000000,65753.23000000,65078.31000000,65416.01000000,2024-06-14T22:00:00
65416.01000000,65537.31000000,65078.00000000,65524.86000000,2024-06-14T23:00:00
65524.85000000,65684.00000000,65299.99000000,65520.02000000,2024-06-15T00:00:00
65520.02000000,65970.23000000,65480.00000000,65766.41000000,2024-06-15T01:00:00
65766.41000000,66627.52000000,65725.77000000,66196.01000000,2024-06-15T02:00:00
66196.01000000,66252.00000000,65882.35000000,66014.01000000,2024-06-15T03:00:00
66014.01000000,66081.39000000,65916.00000000,66043.99000000,2024-06-15T04:00:00
66043.99000000,66287.76000000,65967.50000000,66185.62000000,2024-06-15T05:00:00
66185.62000000,66290.00000000,66064.88000000,66076.01000000,2024-06-15T06:00:00
66076.00000000,66253.29000000,66050.32000000,66215.35000000,2024-06-15T07:00:00
66215.34000000,66273.88000000,66192.00000000,66267.87000000,2024-06-15T08:00:00
66267.87000000,66380.58000000,66210.00000000,66246.85000000,2024-06-15T09:00:00
66246.84000000,66389.10000000,66215.29000000,66231.82000000,2024-06-15T10:00:00
66231.81000000,66416.66000000,66127.00000000,66168.57000000,2024-06-15T11:00:00
66168.57000000,66200.00000000,66065.80000000,66076.99000000,2024-06-15T12:00:00
66076.99000000,66221.31000000,66076.98000000,66221.31000000,2024-06-15T13:00:00
66221.31000000,66280.80000000,66086.51000000,66227.00000000,2024-06-15T14:00:00
66227.00000000,66306.31000000,66195.91000000,66300.01000000,2024-06-15T15:00:00
66300.01000000,66348.00000000,66264.01000000,66319.95000000,2024-06-15T16:00:00
66319.94000000,66360.00000000,66222.70000000,66348.01000000,2024-06-15T17:00:00
66348.01000000,66354.82000000,66240.11000000,66313.47000000,2024-06-15T18:00:00
66313.47000000,66313.47000000,66153.84000000,66220.52000000,2024-06-15T19:00:00
66220.51000000,66478.48000000,66210.83000000,66316.02000000,2024-06-15T20:00:00
66316.02000000,66360.00000000,66179.99000000,66184.00000000,2024-06-15T21:00:00
66184.00000000,66304.94000000,66133.92000000,66250.01000000,2024-06-15T22:00:00
66250.00000000,66250.00000000,66139.50000000,66145.19000000,2024-06-15T23:00:00
66145.19000000,66208.00000000,66071.47000000,66154.70000000,2024-06-16T00:00:00
66154.70000000,66170.99000000,65857.10000000,66048.02000000,2024-06-16T01:00:00
66048.02000000,66149.00000000,66042.85000000,66126.89000000,2024-06-16T02:00:00
66126.89000000,66200.00000000,66045.08000000,66200.00000000,2024-06-16T03:00:00
66199.99000000,66287.76000000,66199.99000000,66228.25000000,2024-06-16T04:00:00
66228.25000000,66269.74000000,66161.95000000,66161.96000000,2024-06-16T05:00:00
66161.96000000,66218.48000000,66102.03000000,66175.68000000,2024-06-16T06:00:00
66175.68000000,66182.26000000,66114.27000000,66142.86000000,2024-06-16T07:00:00
66142.86000000,66164.30000000,66076.55000000,66146.00000000,2024-06-16T08:00:00
66145.99000000,66207.72000000,66034.50000000,66166.02000000,2024-06-16T09:00:00
66166.02000000,66264.00000000,66166.01000000,66264.00000000,2024-06-16T10:00:00
66264.00000000,66360.18000000,66178.77000000,66312.01000000,2024-06-16T11:00:00
66312.01000000,66357.97000000,66304.00000000,66318.84000000,2024-06-16T12:00:00
